BU, LVRI , 44.944720, -116.452220, 1700, Lost Valley Res ID;ID; USA              ,  1,       1992-07-14 00:00:00,       1998-11-16 00:00:00
BU, SPVI , 44.584170, -116.770830, 1100, Shoe Peg Valley;ID; USA                 ,  1,       1992-07-14 00:00:00,       1997-01-04 00:00:00
BU, TID  , 43.500000, -115.933330, 1765, (BSU);ID; USA                           ,  1,       1991-11-28 00:00:00,       1998-11-16 00:00:00
BU, TPO  , 45.024440, -117.085830, 2000, OR (BSU);OR; USA                        ,  1,       1991-11-28 00:00:00,       1991-11-29 00:00:00
BU, TPOR , 45.024580, -117.085580, 2020, OR (BSU);OR; USA                        ,  1,       1992-07-14 00:00:00,       1998-11-16 00:00:00
BU, WHKI , 44.286190, -115.530330, 2540, Whitehawk Mtn ID;ID; USA                ,  1,       1998-11-14 00:00:00,       1998-11-15 00:00:00
BU, WPI  , 43.288810, -116.750220, 1807, (BSU);ID; USA                           ,  1,       1983-03-22 00:00:00,       1998-11-16 00:00:00
CC, AHAB , 46.194790, -122.187027, 2298, Ahab the whale(back) rider MSH          ,  1,       2005-02-08 00:00:00,       2005-02-16 23:59:59
CC, ASBU , 43.820560, -121.368401, 1538, Astronaut Butte; Newberry; OR           ,  1,       2011-11-16 00:00:00,       2599-12-31 23:59:59
CC, AWST , 46.144650, -121.771360, 1159, Mount Adams West                        ,  3,       2017-10-18 00:00:00,       2020-01-01 00:00:00
CC, BLIS , 46.197472, -122.186569, 2116, Blister; Mt. St. Helens (Dome sta)      ,  1,       2004-10-12 00:00:00,       2005-01-31 00:00:00
CC, BRSP , 45.401550, -121.708430, 2080, Barrett Spur                            ,  1,       2020-10-05 09:00:00,       3000-01-01 00:00:00
CC, CARB , 46.988319, -122.005409,  872, Carbon Repeater                         ,  1,       2018-10-16 00:00:00,       2599-12-31 23:59:59
CC, CIHL , 43.750970, -121.148620, 1966, Cinder Hill; Newberry; OR               ,  1,       2011-11-16 00:00:00,       2599-12-31 23:59:59
CC, CLBH , 42.907745, -122.143494, 2197, Crater Lake; OR; USA                    ,  1,       2015-08-14 00:00:00,       2599-12-31 23:59:59
CC, CLCV , 42.976139, -122.088882, 1892, Crater Lake; Cleetwood Cove; OR; USA    ,  5,       2012-01-09 00:00:00,       2599-12-31 23:59:59
CC, CLMS , 42.922958, -122.016258, 2719, Crater Lake; Mount Scott; OR; USA       ,  3,       2009-08-19 00:00:00,       2599-12-31 23:59:59
CC, CPCO , 43.722010, -121.233190, 2135, Central Pumice Cone; Newberry; OR       ,  1,       2012-02-28 00:00:00,       2599-12-31 23:59:59
CC, CRBN , 46.988131, -121.961063,  500, Carbon River Ranger Station             ,  1,       2020-10-22 00:00:00,       3000-01-01 00:00:00
CC, CRBU , 43.559640, -121.709790, 1653, Cryder Butte                            ,  2,       2015-10-24 00:00:00,       2019-10-24 16:00:00
CC, CRST , 43.460640, -121.698520, 1354, Crescent Tower (temp); OR               ,  1,       2015-10-24 00:00:00,       2016-09-28 00:00:00
CC, GTWY , 46.740208, -121.916966,  617, Gateway Entrance Station                ,  1,       2020-10-28 20:00:00,       3000-01-01 00:00:00
CC, HIYU , 45.435230, -121.807396, 1418, Hiyu Mountain                           ,  2,       2013-11-19 00:00:00,       2599-12-31 23:59:59
CC, HUSB , 44.119455, -121.849361, 2038, The Husband                             ,  4,       2013-08-14 00:00:00,       3000-01-01 00:00:00
CC, JRO  , 46.275270, -122.218260, 1219, Johnston Ridge Observatory              ,  4,       2004-10-02 00:00:00,       3000-01-01 00:00:00
CC, KAUT , 46.730263, -121.857381,  689, Kautz Creek Helibase                    ,  1,       2020-09-02 00:00:00,       3000-01-01 00:00:00
CC, KWBU , 43.752399, -121.311852, 1783, Kawak Butte                             ,  3,       2011-08-18 00:00:00,       2599-12-31 23:59:59
CC, LSON , 45.359600, -121.647190, 1881, Lamberson Butte                         ,  1,       2020-10-01 00:00:00,       3000-01-01 00:00:00
CC, MIBL , 46.197319, -122.186913, 2132, St Helens between BLIS and MIDE         ,  1,       2005-11-18 00:00:00,       2007-12-31 00:00:00
CC, MIDE , 46.197750, -122.187439, 2132, Near old BLIS MSH                       ,  2,       2005-02-16 00:00:00,       2005-07-26 00:00:00
CC, NED  , 46.200249, -122.185493, 2060, NE part of old Dome; Mt. St. Helens (Dom,  5,       2004-11-20 00:00:00,       2013-05-01 00:00:00
CC, NORM , 43.738960, -121.252678, 1286, North Rim; Newberry; OR                 ,  1,       2011-11-16 00:00:00,       2599-12-31 23:59:59
CC, OBSR , 46.899719, -121.815331, 2382, Observation Rock; Mt. Rainier; WA       ,  2,       2008-11-19 00:00:00,       2599-12-31 23:59:59
CC, OPCH , 46.731288, -121.571300,  593, Ohanapecosh Administrative Area         ,  1,       2020-10-26 00:00:00,       3000-01-01 00:00:00
CC, OSO2 , 48.286648, -121.852756,  275, OSO landslide monitoring station 2; WA; ,  1,       2014-04-02 00:00:00,       2014-12-30 00:00:00
CC, PALM , 45.358574, -121.705536, 2590, Top of Palmer Lift                      ,  2,       2014-09-28 00:00:00,       2599-12-31 23:59:59
CC, PANH , 46.859032, -121.642592, 2086, Panhandle Gap                           ,  3,       2007-09-15 00:00:00,       2599-12-31 23:59:59
CC, PARA , 46.786441, -121.742195, 1651, Paradise Precip Tower                   ,  1,       2020-10-07 00:00:00,       3000-01-01 00:00:00
CC, PR01 , 46.910112, -122.037569,  648, Puyallup River 01                       ,  2,       2016-11-03 00:00:00,       2599-12-31 23:59:59
CC, PR02 , 46.918305, -122.048639,  461, Puyallup River 02                       ,  3,       2016-11-17 00:00:00,       2599-12-31 23:59:59
CC, PR03 , 46.903433, -122.032691,  523, Puyallup River 03                       ,  3,       2017-10-12 00:00:00,       2599-12-31 23:59:59
CC, PR04 , 46.929773, -121.988592,  908, Puyallup River 04                       ,  2,       2017-10-12 00:00:00,       2599-12-31 23:59:59
CC, PR05 , 46.841723, -121.948863, 1553, Puyallup River 05                       ,  2,       2017-09-28 00:00:00,       2599-12-31 23:59:59
CC, PRLK , 44.209750, -121.962640, 1283, Prince Lake                             ,  2,       2006-09-15 00:00:00,       2599-12-31 23:59:59
CC, RAFT , 46.195679, -122.186317, 2132, RAFT; St Helens Crater                  ,  1,       2005-07-28 00:00:00,       2007-12-31 00:00:00
CC, REM  , 46.200200, -122.185500, 1905, Rembrant; Mount St. Helens              ,  2,       2019-07-25 00:00:00,       3000-01-01 00:00:00
CC, RUSH , 46.903049, -121.944191, 1235, Rushingwater Creek                      ,  1,       2019-06-20 00:00:00,       2599-12-31 23:59:59
CC, SEND , 46.193501, -122.185432,    0, SEND; Mt. St. Helens (Dome sta)         ,  1,       2005-06-30 00:00:00,       2005-11-17 00:00:00
CC, SEP  , 46.199780, -122.190857, 2114, September lobe; Mt. St. Helens (Dome sta,  8,       2004-11-05 00:00:00,       3000-01-01 00:00:00
CC, SHRK , 45.464317, -121.528770, 1318, Shell Rock; OR; USA                     ,  1,       2015-08-04 00:00:00,       2599-12-31 23:59:59
CC, SIFT , 46.866829, -121.953293,  732, Swift Creek                             ,  1,       2019-06-20 00:00:00,       2599-12-31 23:59:59
CC, SPN5 , 46.194698, -122.188370, 2263, Spine 5; St Helens Crater; WA           ,  1,       2007-06-18 00:00:00,       2007-12-31 00:00:00
CC, SR41 , 46.886680, -121.536642, 1454, State Route 410 Landslide               ,  1,       2015-07-09 00:00:00,       2018-04-28 00:00:00
CC, STD  , 46.237490, -122.224210, 1189, Studebaker Ridge; Mount St. Helens      ,  3,       2004-10-05 00:00:00,       3000-01-01 00:00:00
CC, SUG  , 46.215549, -122.176262, 1859, Sugar Bowl                              ,  5,       2009-08-07 00:00:00,       3000-01-01 00:00:00
CC, SVIC , 43.643082, -121.253273, 1765, Surveyor's Cave; OR; USA                ,  2,       2011-08-24 00:00:00,       2599-12-31 23:59:59
CC, SWF2 , 46.178349, -122.216766, 1548, Southwest Flank; Mt. St. Helens; WA     ,  3,       2013-08-29 00:00:00,       2599-12-31 23:59:59
CC, SWFL , 46.188671, -122.202026, 2268, Southwest Flank; Mt. St. Helens; WA     ,  1,       2006-10-12 00:00:00,       2013-08-28 00:00:00
CC, SWNB , 43.672740, -121.355350, 1569, Southwest; Newberry; OR                 ,  1,       2011-11-16 00:00:00,       2599-12-31 23:59:59
CC, TCBU , 44.240829, -121.664383, 1646, Trout Creek Butte                       ,  2,       2008-04-22 00:00:00,       2599-12-31 23:59:59
CC, TIMB , 45.335720, -121.710358, 1869, Timberline; OR                          ,  3,       2006-09-29 00:00:00,       2599-12-31 23:59:59
CC, TMBU , 43.601890, -121.144510, 1743, Tom Butte; Newberry; OR                 ,  1,       2011-11-16 00:00:00,       2599-12-31 23:59:59
CC, TOPL , 46.196330, -122.190420, 2350, Mt St Helens on spine 7;WA; USA         ,  1,       2007-05-10 00:00:00,       2007-06-21 00:00:00
CC, VALT , 46.214218, -122.189247, 1681, Vault; Mount St. Helens                 ,  4,       2006-09-30 00:00:00,       2599-12-31 23:59:59
CC, VOIT , 46.966360, -121.983280,  977, Voight Creek                            ,  1,       2019-09-25 00:00:00,       3000-01-01 00:00:00
CC, WESG , 46.195831, -122.193748, 2130, St Helens crater (W. side glacier)      ,  1,       2005-07-12 00:00:00,       2005-09-14 23:59:59
CC, WIFE , 44.059662, -121.817459, 1955, The Wife                                ,  2,       2004-07-28 00:00:00,       2599-12-31 23:59:59
CC, WIZ  , 42.934181, -122.149208, 1884, Crater Lake; Wizard Island; OR          ,  4,       2012-01-09 00:00:00,       2599-12-31 23:59:59
CC, YOCR , 45.379178, -121.743539, 1913, Yocum Ridge                             ,  1,       2020-10-02 00:00:00,       3000-01-01 00:00:00
CI, ABL  , 34.848450, -119.224970, 1975, Mount Abel                              ,  4,       1976-07-23 00:00:00,       2017-12-08 00:00:00
CI, ARV  , 35.126900, -118.830090,  258, Arvin                                   ,  2,       1983-09-15 00:00:00,       2004-12-15 00:00:00
CI, BCH  , 35.185420, -120.085220, 1109, Branch Mtn                              ,  3,       1976-08-14 00:00:00,       2017-12-08 00:00:00
CI, CRG  , 35.242200, -119.724860, 1169, Crocker Grade                           ,  2,       1976-07-21 00:00:00,       2014-07-02 19:00:00
CI, MAR  , 35.002600, -119.340220,  411, Maricopa                                ,  2,       1980-02-29 00:00:00,       2011-09-01 18:07:00
CI, MWC  , 34.223620, -118.058320, 1725, Mount Wilson Obsv                       ,  3,       1932-01-01 00:00:00,       2008-08-04 00:00:00
CI, PKM  , 34.895560, -119.820840, 1673, Peak Mtn                                ,  2,       1976-07-26 00:00:00,       2013-01-16 21:00:00
CI, RYS  , 34.643410, -119.352240, 1807, Reyes Peak                              ,  4,       1976-07-20 00:00:00,       2017-12-08 00:00:00
CI, SIM  , 35.350170, -119.996530,  578, Simmler                                 ,  2,       1987-10-28 00:00:00,       2015-01-20 19:12:00
CI, SUN  , 34.210480, -117.693940, 1652, Sunset Peak                             ,  1,       1993-01-02 00:00:00,       1993-12-31 00:00:00
CI, TOW  , 35.808850, -117.764930,  653, Tower                                   ,  1,       1982-08-31 00:00:00,       2014-06-13 12:00:00
CI, WAS  , 35.737700, -118.557430, 1828, Alta Sierra                             ,  1,       1980-04-07 00:00:00,       2014-05-21 12:00:00
CI, WCH  , 35.878870, -118.074050, 2461, Chimney Peak                            ,  2,       1979-09-25 00:00:00,       2016-01-21 20:00:00
CI, WLH  , 36.152430, -118.313120, 2645, Little Horse                            ,  1,       1984-07-20 00:00:00,       2014-05-22 12:00:00
CI, WOF  , 35.535450, -118.713520, 1306, Oak Flat                                ,  2,       1981-08-14 00:00:00,       2017-12-08 00:00:00
CI, WOR  , 35.695630, -118.242460,  795, Onyx Ranch                              ,  1,       1979-05-23 00:00:00,       2014-08-06 19:00:00
CI, WSH  , 35.599620, -117.492650,  764, Spangler Hills                          ,  2,       1982-09-25 00:00:00,       2015-08-04 20:00:00
CI, WVP  , 35.949450, -117.817240, 1435, Volcano Peak                            ,  1,       1982-03-20 00:00:00,       2014-05-29 08:00:00
CI, YEG  , 35.436580, -119.960090,  907, Yeguas Mtn                              ,  3,       1976-07-31 00:00:00,       2017-05-17 20:00:00
CN, ALB  , 49.270000, -124.828700,   27, Alberni; BC; CA                         ,  1,       1996-03-28 00:00:00,       2012-11-18 23:59:00
CN, BAIB , 52.575700, -131.753400,  804, Barry Inlet; BC; CA                     ,  1,       2017-08-10 02:00:00,       2599-12-31 23:59:59
CN, BBB  , 52.184700, -128.113300,    0, Bella Bella; BC; Canada                 ,  5,       1993-07-21 00:00:00,       2025-01-01 00:00:00
CN, BBYC , 49.270000, -123.100000,  150, Burnaby; CAL packet radio               ,  1,       1995-08-01 00:00:00,       1996-12-31 00:00:00
CN, BFSB , 48.833600, -125.136100,   23, Bamfield; BC; CA                        ,  2,       2013-11-15 00:00:00,       2599-12-31 23:59:59
CN, BIB  , 49.410300, -123.310500,   38, Bowen Island; BC; CA                    ,  1,       1996-09-04 21:01:00,       2019-06-24 15:50:00
CN, BNAB , 53.493200, -130.636800,  -19, Bonilla; BC; CA                         ,  3,       1999-04-16 18:34:00,       3000-01-01 00:00:00
CN, BPEB , 50.156600, -127.771900,  737, Brooks Peninsula; BC; CA                ,  1,       2018-06-22 23:00:00,       2599-12-31 23:59:59
CN, BTB  , 49.468600, -125.522600, 1607, Buttle Lake; BC; CA                     ,  2,       1996-10-26 20:21:00,       3000-01-01 00:00:00
CN, CBB  , 50.031500, -125.365200,  277, Campbell River; BC; CA                  ,  6,       1996-11-28 00:00:00,       3000-01-01 00:00:00
CN, CLRS , 48.820300, -124.130900,  174, Cowichan Lake Research St; BC; CA       ,  2,       2014-09-11 00:00:00,       2599-12-31 23:59:59
CN, DI2B , 53.202200, -132.476700,   82, Dawson Inlet; BC; CA                    ,  5,       2018-07-22 20:00:00,       3000-01-01 00:00:00
CN, DIB  , 53.202500, -132.476700,   68, Dawson Inlet; BC; CA                    ,  2,       2004-03-15 19:42:00,       3000-01-01 00:00:00
CN, EDB  , 49.873000, -127.121600,  150, Eliza Dome; BC; CA                      ,  5,       1982-04-29 00:00:00,       2599-12-31 23:59:59
CN, ETB  , 49.383400, -126.542300,   13, Estevan Point; BC; CA                   ,  1,       1996-03-28 00:00:00,       2020-03-02 22:00:00
CN, GDR  , 49.780500, -126.055700,  123, Gold River; BC; CA                      ,  2,       1996-11-28 00:00:00,       3000-01-01 00:00:00
CN, GHNB , 49.306500, -124.236400,    5, Greg House Nanoose; BC; CA              ,  2,       2003-03-01 00:00:00,       3000-01-01 00:00:00
CN, GOB  , 49.012200, -123.583300,    8, Canada                                  ,  1,       1980-01-01 00:00:00,       1987-01-01 00:00:00
CN, GOBB , 48.949500, -123.510500,  143, Galiano Island; BC; CA                  ,  2,       1999-02-02 00:00:00,       3000-01-01 00:00:00
CN, HG1B , 52.934500, -132.130700,    5, Mitchell Dam; BC; CA                    ,  2,       2012-11-07 19:58:00,       2599-12-31 23:59:59
CN, HNB  , 49.274500, -122.579200,  183, Haney; BC; CA                           ,  3,       1997-03-08 00:00:00,       2010-07-31 23:59:00
CN, HNBB , 49.287300, -122.572900,  392, Haney; BC; CA                           ,  2,       2013-11-18 00:00:00,       3000-01-01 00:00:00
CN, HOLB , 50.640200, -128.133100,  547, Holberg; BC; CA                         ,  5,       1995-02-09 00:00:00,       3000-01-01 00:00:00
CN, HOPB , 49.387300, -121.420500,  248, Hope; BC; CA                            ,  4,       2001-11-23 00:00:00,       3000-01-01 00:00:00
CN, HYC  , 49.265500, -122.573000,  150, Canada                                  ,  1,       1979-01-01 00:00:00,       1981-01-01 00:00:00
CN, JEDB , 52.293100, -131.197600,  328, Jedway; Haida Gwaii; BC; CA             ,  1,       2018-01-31 22:00:00,       2599-12-31 23:59:59
CN, LLLB , 50.609000, -121.881500,  700, Lillooet; BC; CA                        ,  3,       1998-11-17 21:30:00,       3000-01-01 00:00:00
CN, MAYB , 50.402500, -127.173700, 1418, Mount Maynard; BC; CA                   ,  2,       1994-11-17 00:00:00,       2599-12-31 23:59:59
CN, MGB  , 48.999900, -124.697000, 1310, Mount Grey; BC; CA                      ,  2,       1996-10-26 23:16:00,       2017-06-22 23:59:00
CN, MGRB , 48.999699, -124.697098, 1310, Mount Grey; BC; CA                      ,  1,       2018-10-24 02:12:00,       2599-12-31 23:59:59
CN, MNB  , 52.197600, -118.388700, 2167, Mount Dainard; BC; CA                   ,  2,       1997-06-17 00:00:00,       2018-02-15 23:59:00
CN, MOBC , 53.143700, -131.966300,  675, Moresby; BC; CA                         ,  3,       1996-02-26 19:56:00,       2599-12-31 23:59:59
CN, MYRA , 49.551000, -125.570500,  632, Myra Falls; BC; CA                      ,  1,       2018-10-26 16:00:00,       3000-01-01 00:00:00
CN, NAB  , 49.222100, -124.004200,  258, Nanaimo; BC; CA                         ,  1,       1997-03-08 00:00:00,       2003-12-29 15:36:00
CN, NCRB , 50.403500, -126.055300, 1293, Newcastle Ridge; BC; CA                 ,  1,       1998-11-17 21:16:00,       2020-01-29 23:59:00
CN, NCSB , 50.403100, -126.055900, 1297, Newcastle Ridge; BC; CA                 ,  1,       2017-11-01 18:00:00,       3000-01-01 00:00:00
CN, NDB  , 53.953800, -132.939900,  687, Naden; BC; CA                           ,  5,       1997-01-01 00:00:00,       2045-11-29 18:58:00
CN, NLLB , 49.227100, -123.988200,  199, Nanaimo Lost Lake; BC; CA               ,  4,       2003-01-01 00:00:00,       3000-01-01 00:00:00
CN, NTKA , 49.592400, -126.616600,   12, Nootka; BC; CA                          ,  1,       2013-03-23 01:00:00,       2599-12-31 23:59:59
CN, OZB  , 48.961000, -125.497600,  614, Mt. Ozzard; BC; CA                      ,  2,       1996-03-28 00:00:00,       3000-01-01 00:00:00
CN, PABB , 49.218800, -124.811400,    3, Port Alberni; BC; CA                    ,  1,       2018-03-31 01:30:00,       2599-12-31 23:59:59
CN, PACB , 50.435500, -127.492500,   24, Port Alice; BC; CA                      ,  2,       2010-06-24 01:00:00,       3000-01-01 00:00:00
CN, PCLB , 53.715500, -132.521100,  492, Port Clements; BC; CA                   ,  1,       2018-08-30 19:48:00,       2599-12-31 23:59:59
CN, PFB  , 48.574700, -124.454100,  449, Port Renfrew; BC; CA                    ,  3,       1997-03-15 00:00:00,       2599-12-31 23:59:59
CN, PGC  , 48.649800, -123.452100,   12, Sidney; BC; CA                          ,  8,       1993-07-01 00:00:00,       3000-01-01 00:00:00
CN, PHC  , 50.706700, -127.433000,   32, Port Hardy; BC; CA                      ,  6,       1995-12-14 00:00:00,       3000-01-01 00:00:00
CN, PIB  , 48.818330, -123.319170,   60, Pender Island; BC; Canada               ,  1,       1979-01-01 00:00:00,       1982-01-01 00:00:00
CN, PMB  , 50.518800, -123.076500,  400, Pemberton Meadow Bc; BC; CA             ,  2,       1993-06-04 00:00:00,       1998-09-27 23:59:00
CN, PNT  , 49.322400, -119.625400,  531, Penticton; BC; CA                       ,  6,       1993-02-03 00:00:00,       3000-01-01 00:00:00
CN, PTRF , 48.544200, -124.413100,  164, Port Renfrew PTRF; BC; CA               ,  1,       2017-02-17 00:30:00,       2599-12-31 23:59:59
CN, SHB  , 49.598500, -123.877100, 1129, Sechelt; BC; CA                         ,  5,       1996-11-28 00:00:00,       3000-01-01 00:00:00
CN, SJB  , 51.936700, -131.014390,  100, Canada                                  ,  1,       1990-01-01 00:00:00,       1993-01-01 00:00:00
CN, SLE  , 51.166700, -118.133300, 2075, Canada                                  ,  1,       1991-01-01 00:00:00,       1995-01-01 00:00:00
CN, SNB  , 48.775100, -123.172300,  402, Saturna Island; BC; CA                  ,  6,       1996-09-04 00:00:00,       3000-01-01 00:00:00
CN, SPLB , 49.892100, -125.652600,  276, Strathcona Park Lodge; BC; CA           ,  1,       2009-07-30 01:00:00,       2599-12-31 23:59:59
CN, SYMB , 48.559300, -123.798900,  945, Survey Mountain; BC; CA                 ,  1,       2016-09-19 20:00:00,       3000-01-01 00:00:00
CN, TOFB , 49.154300, -125.907800,   13, Tofino; BC; CA                          ,  1,       2009-02-14 01:55:00,       3000-01-01 00:00:00
CN, TXB  , 49.698000, -124.437600,  492, Texada Island; BC; CA                   ,  1,       1997-09-11 00:00:00,       2019-08-22 18:00:00
CN, TXDB , 49.697900, -124.437700,  501, Texada; BC; CA                          ,  1,       2019-09-11 18:10:00,       3000-01-01 00:00:00
CN, VDB  , 49.026100, -122.102800,  404, Vedder Mountain; BC; CA                 ,  2,       1997-03-08 00:00:00,       2020-01-08 15:30:00
CN, VDEB , 49.057000, -122.057100,  351, Vedder Mountain; BC; CA                 ,  1,       2018-12-21 23:00:00,       3000-01-01 00:00:00
CN, VGZ  , 48.413100, -123.325100,   67, Victoria Gonzales; BC; CA               ,  5,       1994-07-21 02:08:00,       3000-01-01 00:00:00
CN, WALA , 49.058300, -113.915300, 9999, ?                                       ,  1,       1996-01-01 00:00:00,       2000-01-01 00:00:00
CN, WHB  , 50.128100, -122.955300,  695, Canada                                  ,  1,       1980-01-01 00:00:00,       1994-01-01 00:00:00
CN, WKB  , 49.043900, -122.817500,  111, Canada                                  ,  1,       1980-01-01 00:00:00,       1987-01-01 00:00:00
CN, WOSB , 50.160700, -126.570400,  955, Woss; BC; CA                            ,  2,       1998-11-17 21:16:00,       3000-01-01 00:00:00
CN, WPB  , 49.647800, -123.209396,  260, Watts Point; BC; CA                     ,  2,       1996-09-04 21:01:00,       2599-12-31 23:59:59
CN, WSLR , 50.126600, -122.921200,  907, Whistler; BC; CA                        ,  2,       2003-06-02 23:30:00,       2599-12-31 23:59:59
GS, BG0  , 47.597330, -122.305760,   42, ?                                       ,  1,       1992-01-01 00:00:00,       2004-07-01 00:00:00
GS, BG1  , 47.597330, -122.305760,   42, ?                                       ,  1,       1992-01-01 00:00:00,       2004-07-01 00:00:00
GS, BHD  , 47.586460, -122.314360,   94, ?                                       ,  1,       1992-01-01 00:00:00,       2004-07-01 00:00:00
GS, BM0  , 47.595830, -122.560000, 1204, ?                                       ,  1,       1992-01-01 00:00:00,       2004-07-01 00:00:00
GS, CHA  , 47.727180, -121.876270,  168, ?                                       ,  1,       1992-01-01 00:00:00,       2004-07-01 00:00:00
GS, FRA  , 47.575240, -122.291060,   27, ?                                       ,  1,       1992-01-01 00:00:00,       2004-07-01 00:00:00
GS, HAR  , 47.584290, -122.349160,    3, ?                                       ,  1,       1992-01-01 00:00:00,       2004-07-01 00:00:00
GS, KD0  , 47.595000, -122.333610,    4, ?                                       ,  1,       1992-01-01 00:00:00,       2004-07-01 00:00:00
GS, KD1  , 47.594980, -122.332460,    4, ?                                       ,  1,       1992-01-01 00:00:00,       2004-07-01 00:00:00
GS, MOR  , 47.616650, -122.317660,   94, ?                                       ,  1,       1992-01-01 00:00:00,       2004-07-01 00:00:00
GS, PS0  , 47.564980, -122.329060,    4, ?                                       ,  1,       1992-01-01 00:00:00,       2004-07-01 00:00:00
GS, PS1  , 47.564980, -122.329060,    4, ?                                       ,  1,       1992-01-01 00:00:00,       2004-07-01 00:00:00
GS, PSC  , 47.620060, -122.351060,   40, ?                                       ,  1,       1992-01-01 00:00:00,       2004-07-01 00:00:00
GS, PST  , 47.619260, -122.350360,   38, ?                                       ,  1,       1992-01-01 00:00:00,       2004-07-01 00:00:00
GS, SQ1  , 47.550500, -122.249470,   10, ?                                       ,  1,       1992-01-01 00:00:00,       2004-07-01 00:00:00
GS, VMF  , 47.582100, -122.329460,    6, ?                                       ,  1,       1992-01-01 00:00:00,       2004-07-01 00:00:00
GS, WEU  , 47.574960, -122.382660,  116, ?                                       ,  1,       1992-01-01 00:00:00,       2004-07-01 00:00:00
HW, BEN  , 46.520000, -119.721670,  335, PNNL Station                            ,  1,       1981-08-16 00:00:00,       2011-04-25 00:00:00
HW, CCRK , 46.558500, -119.854800,  561, Sunnyside; WA; USA                      ,  1,       2008-12-02 00:00:00,       2012-01-19 01:00:00
HW, DDRF , 46.491100, -119.059500,  233, Dider Farm; Eltopia; WA; USA            ,  1,       2008-12-02 00:00:00,       2012-01-19 01:05:00
HW, GBB  , 46.608690, -119.628980,  185, PNNL Station                            ,  1,       1981-01-01 00:00:00,       2011-04-25 00:00:00
HW, H2O  , 46.395550, -119.424110,  175, PNNL Station                            ,  1,       1990-05-01 00:00:00,       2011-04-25 00:00:00
HW, PHIN , 45.895100, -119.927800,  227, Phinny Hill Vineyards; Prosser; WA; USA ,  1,       2008-12-02 00:00:00,       2012-01-19 01:05:00
HW, RED  , 46.297360, -119.438800,  330, Red Mountain PNNL Station;WA; USA       ,  1,       1990-04-22 00:00:00,       2011-04-12 00:00:00
HW, SNI  , 46.463860, -119.660890,  323, Snively PNNL Station                    ,  1,       1981-08-06 00:00:00,       2011-04-27 00:00:00
HW, WES  , 46.605410, -119.542530,  151, PNNL Station;WA; USA                    ,  1,       1990-04-22 00:00:00,       1990-04-23 00:00:00
HW, WIXX , 46.386940, -119.274720,  227, Wooded Island temp Hanford-300 area; WA ,  1,       2009-02-20 00:00:00,       2011-04-28 00:00:00
IU, COR  , 44.585500, -123.304600,  110, Corvallis; Oregon; USA                  , 21,       1989-10-26 00:00:00,       2599-12-31 23:59:59
LB, BMN  , 40.431400, -117.221000, 1594, Battle Mountain; Nevada; USA            ,  6,       1994-10-16 00:00:00,       2599-12-31 23:59:59
LI, LTH  , 46.461700, -119.417680,  157, Hanford; WA; USA                        ,  1,       2000-11-22 00:00:00,       2010-08-11 00:00:00
